auid,indexed_name,surname,given_name,db_title,doi,cited_by,pub_date,parsed_title,ds_clean,title,affiliation,af_name,af_country,af_city,af_state,af_type,af_postal
-1187522124,Kojima S.,Kojima,Shozo,Neural attunement processes in infants during the acquisition of a language-specific phonemic contrast,10.1523/JNEUROSCI.1984-06.2007,129,2007-01-10,Neural Attunement Processes in Infants during the Acquisition of a Language-Specific Phonemic Contrast,Vowel discrimination (native),,60015682,Japan Science and Technology Agency,Japan,Kawaguchi,Saitama,resi,332-0012
90157652,Mulak K.E.,Mulak,Karen E.,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60107806,"The MARCS Institute for Brain, Behaviour and Development",Australia,Bankstown,NSW,resi,2214
90157652,Mulak K.E.,Mulak,Karen E.,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60017803,Western Sydney University,Australia,Penrith,NSW,univ,2751
-456939648,Bonn C.D.,Bonn,Cory D.,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60027165,University of Rochester,United States,Rochester,NY,univ,14627-9000
-456939648,Bonn C.D.,Bonn,Cory D.,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60210214,Integrative Neuroscience and Cognition Center,France,Paris,Ile-de-France,resi,75006
819457032,Chladkova K.,Chládková,Katerina,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60002483,Universiteit van Amsterdam,Netherlands,Amsterdam,Noord-Holland,univ,1012 WX
819457032,Chladkova K.,Chládková,Katerina,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60008042,Universität Leipzig,Germany,Leipzig,Sachsen,univ,4109
-1583295617,Aslin R.N.,Aslin,Richard N.,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60027165,University of Rochester,United States,Rochester,NY,univ,14627-9000
-106744388,Escudero P.,Escudero,Paola,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60107806,"The MARCS Institute for Brain, Behaviour and Development",Australia,Bankstown,NSW,resi,2214
-106744388,Escudero P.,Escudero,Paola,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60017803,Western Sydney University,Australia,Penrith,NSW,univ,2751
90157652,Mulak K.E.,Mulak,Karen E.,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60107806,"The MARCS Institute for Brain, Behaviour and Development",Australia,Bankstown,NSW,resi,2214
90157652,Mulak K.E.,Mulak,Karen E.,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60017803,Western Sydney University,Australia,Penrith,NSW,univ,2751
-456939648,Bonn C.D.,Bonn,Cory D.,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60027165,University of Rochester,United States,Rochester,NY,univ,14627-9000
-456939648,Bonn C.D.,Bonn,Cory D.,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60210214,Integrative Neuroscience and Cognition Center,France,Paris,Ile-de-France,resi,75006
819457032,Chladkova K.,Chládková,Katerina,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60002483,Universiteit van Amsterdam,Netherlands,Amsterdam,Noord-Holland,univ,1012 WX
819457032,Chladkova K.,Chládková,Katerina,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60008042,Universität Leipzig,Germany,Leipzig,Sachsen,univ,4109
-1583295617,Aslin R.N.,Aslin,Richard N.,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60027165,University of Rochester,United States,Rochester,NY,univ,14627-9000
-106744388,Escudero P.,Escudero,Paola,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60107806,"The MARCS Institute for Brain, Behaviour and Development",Australia,Bankstown,NSW,resi,2214
-106744388,Escudero P.,Escudero,Paola,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",10.1371/journal.pone.0176762,8,2017-05-01,"Indexical and linguistic processing by 12-month-olds: Discrimination of speaker, accent and vowel differences",Vowel discrimination (native),,60017803,Western Sydney University,Australia,Penrith,NSW,univ,2751
-2082169948,Sundara M.,Sundara,Megha,Rhythmic distance between languages affects the development of speech perception in bilingual infants,10.1016/j.wocn.2010.08.006,57,2011-10-01,Rhythmic distance between languages affects the development of speech perception in bilingual infants,Vowel discrimination (native),,60027550,"University of California, Los Angeles",United States,Los Angeles,CA,univ,90095-9000
2114406632,Scutellaro A.,Scutellaro,Adrienne,Rhythmic distance between languages affects the development of speech perception in bilingual infants,10.1016/j.wocn.2010.08.006,57,2011-10-01,Rhythmic distance between languages affects the development of speech perception in bilingual infants,Vowel discrimination (native),,60027550,"University of California, Los Angeles",United States,Los Angeles,CA,univ,90095-9000
2114406632,Scutellaro A.,Scutellaro,Adrienne,Rhythmic distance between languages affects the development of speech perception in bilingual infants,10.1016/j.wocn.2010.08.006,57,2011-10-01,Rhythmic distance between languages affects the development of speech perception in bilingual infants,Vowel discrimination (native),,60006297,University of Pennsylvania,United States,Philadelphia,PA,univ,19104-6303
-1582789120,Kuhl P.K.,Kuhl,Patricia K.,Speech perception in early infancy: Perceptual constancy for spectrally dissimilar vowel categories,10.1121/1.383639,218,1979-01-01,Speech perception in early infancy: perceptual constancy for spectrally dissimilar vowel categories,Vowel discrimination (native),,60015481,University of Washington,United States,Seattle,WA,univ,98195-9505
-2081768180,Marean G.C.,Marean,G. Cameron,Vowel Categorization by Very Young Infants,10.1037/0012-1649.28.3.396,42,1992-01-01,Vowel categorization by very young infants,Vowel discrimination (native),,60015481,University of Washington,United States,Seattle,WA,univ,98195-9505
-1486920285,Werner L.A.,Werner,Lynne A.,Vowel Categorization by Very Young Infants,10.1037/0012-1649.28.3.396,42,1992-01-01,Vowel categorization by very young infants,Vowel discrimination (native),,60015481,University of Washington,United States,Seattle,WA,univ,98195-9505
-1582789120,Kuhl P.K.,Kuhl,Patricia K.,Vowel Categorization by Very Young Infants,10.1037/0012-1649.28.3.396,42,1992-01-01,Vowel categorization by very young infants,Vowel discrimination (native),,60015481,University of Washington,United States,Seattle,WA,univ,98195-9505
-1487246212,Cowan N.,Cowan,N.,Echoic storage in infant perception.,10.1111/j.1467-8624.1982.tb01362.x,19,1982-01-01,Echoic storage in infant perception,Vowel discrimination (native),,NA,NA,NA,NA,NA,NA,NA
67976552,Suomi K.,Suomi,K.,Echoic storage in infant perception.,10.1111/j.1467-8624.1982.tb01362.x,19,1982-01-01,Echoic storage in infant perception,Vowel discrimination (native),,NA,NA,NA,NA,NA,NA,NA
-1487568667,Morse P.A.,Morse,P. A.,Echoic storage in infant perception.,10.1111/j.1467-8624.1982.tb01362.x,19,1982-01-01,Echoic storage in infant perception,Vowel discrimination (native),,NA,NA,NA,NA,NA,NA,NA
-1888189076,Bertoncini J.,Bertoncini,Josiane,An Investigation of Young Infants' Perceptual Representations of Speech Sounds,10.1037/0096-3445.117.1.21,112,1988-01-01,Representation of Speech Sounds by Young Infants,Vowel discrimination (native),,60105775,Laboratoire de Sciences Cognitives et Psycholinguistique,France,Paris,Ile-de-France,resi,75005
1369658514,Bijeljac-Babic R.,Bijeljac-Babic,Ranka,An Investigation of Young Infants' Perceptual Representations of Speech Sounds,10.1037/0096-3445.117.1.21,112,1988-01-01,Representation of Speech Sounds by Young Infants,Vowel discrimination (native),,60105775,Laboratoire de Sciences Cognitives et Psycholinguistique,France,Paris,Ile-de-France,resi,75005
-1584165316,Jusczyk P.W.,Jusczyk,Peter W.,An Investigation of Young Infants' Perceptual Representations of Speech Sounds,10.1037/0096-3445.117.1.21,112,1988-01-01,Representation of Speech Sounds by Young Infants,Vowel discrimination (native),,60012317,University of Oregon,United States,Eugene,OR,univ,97403-1657
-1584165316,Jusczyk P.W.,Jusczyk,Peter W.,An Investigation of Young Infants' Perceptual Representations of Speech Sounds,10.1037/0096-3445.117.1.21,112,1988-01-01,Representation of Speech Sounds by Young Infants,Vowel discrimination (native),,60105775,Laboratoire de Sciences Cognitives et Psycholinguistique,France,Paris,Ile-de-France,resi,75005
-1386959908,Kennedy L.J.,Kennedy,Lori J.,An Investigation of Young Infants' Perceptual Representations of Speech Sounds,10.1037/0096-3445.117.1.21,112,1988-01-01,Representation of Speech Sounds by Young Infants,Vowel discrimination (native),,60012317,University of Oregon,United States,Eugene,OR,univ,97403-1657
-1583835223,Mehler J.,Mehler,Jacques,An Investigation of Young Infants' Perceptual Representations of Speech Sounds,10.1037/0096-3445.117.1.21,112,1988-01-01,Representation of Speech Sounds by Young Infants,Vowel discrimination (native),,60105775,Laboratoire de Sciences Cognitives et Psycholinguistique,France,Paris,Ile-de-France,resi,75005
-1584165316,Jusczyk P.W.,Jusczyk,Peter W.,Representation of Speech Sounds by Young Infants,10.1037/0012-1649.23.5.648,60,1987-01-01,Representation of Speech Sounds by Young Infants,Vowel discrimination (native),,60012317,University of Oregon,United States,Eugene,OR,univ,97403-1657
179794224,Derrah C.,Derrah,Carolyn,Representation of Speech Sounds by Young Infants,10.1037/0012-1649.23.5.648,60,1987-01-01,Representation of Speech Sounds by Young Infants,Vowel discrimination (native),,60015913,Dalhousie University,Canada,Halifax,NS,univ,B3H 4R2
-1582789120,Kuhl P.K.,Kuhl,Patricia K.,Discrimination of auditory target dimensions in the presence or absence of variation in a second dimension by infants,10.3758/BF03202536,71,1982-05-01,Discrimination of auditory target dimensions in the presence or absence of variation in a second dimension by infants,Vowel discrimination (native),,60015481,University of Washington,United States,Seattle,WA,univ,98195-9505
