ds_clean,long_cite,parsed_paper_title
Gaze following (combined),"Caron, A. J., Butler, S., & Brooks, R. (2002). Gaze following at 12 and 14 months: Do the eyes matter?. British Journal of Developmental Psychology,20(2), 225-239.",Gaze following at 12 and 14 months: Do the eyes matter?
Gaze following (combined),"Delgado, C. E., Mundy, P., Crowson, M., Markus, J., Yale, M., & Schwartz, H. (2002). Responding to Joint Attention and Language Development: A Comparison of Target Locations. Journal of Speech, Language, and Hearing Research, 45(4), 715-719.",Responding to Joint Attention and Language Development: A Comparison of Target Locations
Gaze following (combined),"Markus, J., Mundy, P., Morales, M., Delgado, C. E., & Yale, M. (2000). Individual differences in infant skills as predictors of child_巨caregiver joint attention and language. Social Development, 9(3), 302-315.",Individual differences in infant skills as predictors of child_巨caregiver joint attention and language
Gaze following (combined),"Morales, M., Mundy, P., Delgado, C. E., Yale, M., Messinger, D., Neal, R., & Schwartz, H. K. (2000). Responding to joint attention across the 6-through 24-month age period and early language acquisition. Journal of applied developmental psychology, 21(3), 283-298.",Responding to joint attention across the 6-through 24-month age period and early language acquisition
Gaze following (combined),"Mundy, P., & Gomes, A. (1998). Individual differences in joint attention skill development in the second year. Infant behavior and development 21(3), 469-482.",Individual differences in joint attention skill development in the second year
Gaze following (combined),"Mundy, P., Fox, N., & Card, J. (2003). EEG coherence, joint attention and language development in the second year. Developmental Science, 6(1), 48-54.","EEG coherence, joint attention and language development in the second year"
Gaze following (combined),"Mundy, P., Block, J., Delgado, C., Pomares, Y., Van Hecke, A. V., & Parlade, M. V. (2007). Individual differences and the development of joint attention in infancy. Child development, 78(3), 938-954.",Individual differences and the development of joint attention in infancy
Gaze following (combined),"Morales, M., Mundy, P., Delgado, C. E., Yale, M., Neal, R., & Schwartz, H. K. (2000). Gaze following, temperament, and language development in 6-month-olds: A replication and extension. Infant Behavior and Development,23(2), 231-236.","Gaze following, temperament, and language development in 6-month-olds: A replication and extension"
Gaze following (combined),"Bedford, R., Elsabbagh, M., Gliga, T., Pickles, A., Senju, A., Charman, T., & Johnson, M. H. (2012). Precursors to social and communication difficulties in infants at-risk for autism: gaze following and attentional engagement. Journal of autism and developmental disorders, 42(10), 2208-2218.",Precursors to social and communication difficulties in infants at-risk for autism: gaze following and attentional engagement
Gaze following (combined),"De Groote, I., Roeyers, H., & Striano, T. (2007). Gaze following as a function of affective expression in 3-, 6-and 9-month-old infants. Infant Behavior and Development, 30(3), 492-498.","Gaze following as a function of affective expression in 3-, 6-and 9-month-old infants"
Gaze following (combined),"Senju, A., & Csibra, G. (2008). Gaze Following in Human Infants Depends on Communicative Signals. Current Biology, 18(9), 668-671.",Gaze Following in Human Infants Depends on Communicative Signals
Gaze following (combined),"Szufnarowska, J., Rohlfing, K., Fawcett, C., & Gredebäck, G. (2014). Is ostension any more than attention?. Scientific Reports, 4(1).",Is ostension any more than attention?
Gaze following (combined),"Gredebäck, G., Astor, K., & Fawcett, C. (2018). Gaze Following Is Not Dependent on Ostensive Cues: A Critical Test of Natural Pedagogy. Child Development, 89(6), 2091-2098. doi: 10.1111/cdev.13026",Gaze Following Is Not Dependent on Ostensive Cues: A Critical Test of Natural Pedagogy
Gaze following (combined),"Okumura, Y., Kanakogi, Y., Kanda, T., Ishiguro, H., & Itakura, S. (2013). The power of human gaze on infant learning. Cognition, 128(2), 127-133. doi: 10.1016/j.cognition.2013.03.011",The power of human gaze on infant learning
Gaze following (combined),"Hernik, M., & Broesch, T. (2018). Infant gaze following depends on communicative signals: An eye-tracking study of 5- to 7-month-olds in Vanuatu. Developmental Science, 22(4), e12779. doi: 10.1111/desc.12779",Infant gaze following depends on communicative signals: An eye-tracking study of 5- to 7-month-olds in Vanuatu
Gaze following (combined),"Gredebäck, G., Theuring, C., Hauf, P., & Kenward, B. (2008). The Microstructure of Infants' Gaze as They View Adult Shifts in Overt Attention. Infancy, 13(5), 533-543. doi: 10.1080/15250000802329529",The Microstructure of Infants' Gaze as They View Adult Shifts in Overt Attention
Gaze following (combined),"Senju, A., Vernetti, A., Ganea, N., Hudry, K., Tucker, L., Charman, T., & Johnson, M. (2015). Early Social Experience Affects the Development of Eye Gaze Processing. Current Biology, 25(23), 3086-3091. doi: 10.1016/j.cub.2015.10.019",Early Social Experience Affects the Development of Eye Gaze Processing
Gaze following (combined),"Kano, F., & Call, J. (2014). Cross-species variation in gaze following and conspecific preference among great apes, human infants and adults. Animal Behaviour, 91, 137-150. doi: 10.1016/j.anbehav.2014.03.011","Cross-species variation in gaze following and conspecific preference among great apes, human infants and adults"
Gaze following (combined),"de Bordes, P., Cox, R., Hasselman, F., & Cillessen, A. (2013). Toddlers’ gaze following through attention modulation: Intention is in the eye of the beholder. Journal Of Experimental Child Psychology, 116(2), 443-452. doi: 10.1016/j.jecp.2012.09.008",Toddlers’ gaze following through attention modulation: Intention is in the eye of the beholder
Gaze following (combined),"Ishikawa, M., & Itakura, S. (2019). Physiological arousal predicts gaze following in infants. Proceedings Of The Royal Society B: Biological Sciences, 286(1896), 20182746. doi: 10.1098/rspb.2018.2746",Physiological arousal predicts gaze following in infants
Gaze following (combined),"Okumura, Y., Kanakogi, Y., Kobayashi, T., & Itakura, S. (2020). Ostension affects infant learning more than attention. Cognition, 195, 104082. doi: 10.1016/j.cognition.2019.104082",Ostension affects infant learning more than attention
Gaze following (combined),"Okumura, Y., Kanakogi, Y., Kobayashi, T., & Itakura, S. (2017). Individual differences in object-processing explain the relationship between early gaze-following and later language development. Cognition, 166, 418-424. doi: 10.1016/j.cognition.2017.06.005",Individual differences in object-processing explain the relationship between early gaze-following and later language development
Gaze following (combined),"Astor, K., & Gredebäck, G. (2018). Gaze following in 4.5- and 6-month-old infants: The impact of proximity on standard gaze following performance tests. Infancy, 24(1), 79-89. doi: 10.1111/infa.12261",Gaze following in 4
Gaze following (combined),"Senju, A., Tucker, L., Pasco, G., Hudry, K., Elsabbagh, M., Charman, T., & Johnson, M. (2013). The importance of the eyes: communication skills in infants of blind parents. Proceedings Of The Royal Society B: Biological Sciences, 280(1760), 20130436. doi: 10.1098/rspb.2013.0436",The importance of the eyes: communication skills in infants of blind parents
Gaze following (combined),"Astor, K., Lindskog, M., Forssman, L., Kenward, B., Fransson, M., & Skalkidou, A. et al. (2020). Social and emotional contexts predict the development of gaze following in early infancy. Royal Society Open Science, 7(9), 201178. doi: 10.1098/rsos.201178",Social and emotional contexts predict the development of gaze following in early infancy
Word Segmentation (combined),"Altvater-Mackensen, N. & Mani, N. (2013). Word-form familiarity bootstraps infant speech segmentation. Developmental Science, 16(6): 980-990. DOI: 10.1111/desc.12071",Word-form familiarity bootstraps infant speech segmentation
Word Segmentation (combined),"Nivedita Mani & Wiebke Pätzold (2016). Sixteen-month-old infants’ segment words from infant- and adult-directed speech, Language Learning and Development, DOI: 10.1080/15475441.2016.1171717",Sixteen-month-old infants’ segment words from infant- and adult-directed speech
Word Segmentation (combined),"Nivedita Mani & Wiebke Pätzold (2016): Sixteen-month-old infants’ segment words from infant- and adult-directed speech, Language Learning and Development, DOI: 10.1080/15475441.2016.1171717",Sixteen-month-old infants’ segment words from infant- and adult-directed speech
Word Segmentation (combined),"Schreiner, M. S., Altvater‐Mackensen, N., & Mani, N. (2016). Early Word Segmentation in Naturalistic Environments: Limited Effects of Speech Register. Infancy.",Early Word Segmentation in Naturalistic Environments: Limited Effects of Speech Register
Word Segmentation (combined),"Schreiner, M. S., & Mani, N. (2017). Listen up! Developmental differences in the impact of IDS on speech segmentation. Cognition, 160, 98-102.",Listen up! Developmental differences in the impact of IDS on speech segmentation
Word Segmentation (combined),"Bartels, S., Darcy, I., & Höhle, B. (2009). Schwa Syllables Facilitate Word Segmentation for 9-month-old German-learning Infants. In: Chanderlee, J. et al. (Eds.), Proceedings of the 33rd Boston University Conference on Language Development. Cascadilla Press, Somerville, MA, pp. 73-84.",Schwa Syllables Facilitate Word Segmentation for 9-month-old German-learning Infants
Word Segmentation (combined),"Zahner, K., Schönhuber, M., & Braun, B. (2015). The limits of metrical segmentation: intonation modulates infants' extraction of embedded trochees. Journal of child language, 1-27.",The limits of metrical segmentation: intonation modulates infants' extraction of embedded trochees
Word Segmentation (combined),"Höhle, B. & Weissenborn, J. (2003). German‐learning infants’ ability to detect unstressed closed‐class elements in continuous speech. Developmental Science, 6(2), 122-127. DOI: 10.1111/1467-7687.00261",German‐learning infants’ ability to detect unstressed closed‐class elements in continuous speech
Word Segmentation (combined),"Babineau, M. & Shi, R. (2011). Processing of French Liaisons in Toddlers. In: Davis, N., Mesh, K., Sung, H. (Eds.), Proceedings of the 35th Boston University Conference on Language Development. Cascadilla Press, Somerville, MA, pp. 25-37.",Processing of French Liaisons in Toddlers
Word Segmentation (combined),"Babineau, M., & Shi, R. (2014). Distributional cues and the onset bias in early word segmentation. Developmental Psychology, 50(12), 2666.",Distributional cues and the onset bias in early word segmentation
Word Segmentation (combined),"Marquis, A. & Shi, R. (2008). Segmentation of verb forms in preverbal infants. The Journal of the Acoustical Society of America, 123(4), EL105-EL110. DOI: 10.1121/1.2884082",Segmentation of verb forms in preverbal infants
Word Segmentation (combined),"Marquis, A. & Shi, R. (2009). The recognition of verb roots and bound morphemes when vowel alternations are at play. In J. Chandlee, M. Franchini, S. Lord, & M. Rheiner (Eds.), A supplement to the Proceedings of the 33rd Boston University Conference on Language Development.",The recognition of verb roots and bound morphemes when vowel alternations are at play
Word Segmentation (combined),"Marquis, A. & Shi, R. (2012). Initial morphological learning in preverbal infants. Cognition, 122(1), 61-66. DOI: 10.1016/j.cognition.2011.07.004",Initial morphological learning in preverbal infants
Word Segmentation (combined),"Shi, R. & Lepage, M. (2008). The effect of functional morphemes on word segmentation in preverbal infants. Developmental Science, 11(3), 407-413. DOI: 10.1111/j.1467-7687.2008.00685.x",The effect of functional morphemes on word segmentation in preverbal infants
Word Segmentation (combined),"Shi, R., Marquis, A., & Gauthier, B. (2006). Segmentation and representation of function words in preverbal French-learning infants. In D. Bamman, T. Magnitskaia & C. Zaller (Eds.), Proceedings of the 30th annual Boston University Conference on Language Development. Sommerville, MA, Cascadilla Press, 549-560.",Segmentation and representation of function words in preverbal French-learning infants
Word Segmentation (combined),"Shi, R. (2007). Infants' recognition of function words in continuous speech. In: Proceedings of the 17th International Congress of Phonetic Sciences, 1541-1544.",Infants' recognition of function words in continuous speech
Word Segmentation (combined),"Polka, L., Orena, A. J., Sundara, M. and Worrall, J. (2017), Segmenting words from fluent speech during infancy – challenges and opportunities in a bilingual context. Developmental Science, 20: e12419. doi:10.1111/desc.12419",Segmenting words from fluent speech during infancy – challenges and opportunities in a bilingual context
Word Segmentation (combined),"Polka, L. & Sundara, M. (2012). Word Segmentation in Monolingual Infants Acquiring Canadian English and Canadian French: Native Language, Cross-Dialect, and Cross-Language Comparisons. Infancy, 17(2), 198-232. DOI: 10.1111/j.1532-7078.2011.00075.x","Word Segmentation in Monolingual Infants Acquiring Canadian English and Canadian French: Native Language, Cross-Dialect, and Cross-Language Comparisons"
Word Segmentation (combined),"Butler, J., & Frota, S. (2018). Emerging word segmentation abilities in European Portuguese-learning infants: new evidence for the rhythmic unit and the edge factor. Journal of Child Language, 1-15.",Emerging word segmentation abilities in European Portuguese-learning infants: new evidence for the rhythmic unit and the edge factor
Word Segmentation (combined),"Minagawa, Y., Hakuno, Y., Kobayashi, A., Naoi, N., & Kojima, S. (2017). Infant word segmentation recruits the cerebral network of phonological short-term memory. Brain and language, 170, 39-49.",Infant word segmentation recruits the cerebral network of phonological short-term memory
Word Segmentation (combined),"Haryu, E., & Kajikawa, S. (2016). Use of bound morphemes (noun particles) in word segmentation by Japanese-learning infants. Journal of Memory and Language, 88, 18-27.",Use of bound morphemes (noun particles) in word segmentation by Japanese-learning infants
Word Segmentation (combined),"Ota, M., & Skarabela, B. (2018). Reduplication facilitates early word segmentation. Journal of Child Language 45(1), 204-218.",Reduplication facilitates early word segmentation
Word Segmentation (combined),"Floccia, C., Keren-Portnoy, T., DePaolis, R., Duffy, H., Delle Luche, C., Durrant, S., White, L., Goslin, J., & Vihman, M. (2016). British English infants segment words only with exaggerated infant-directed speech stimuli. Cognition, 148, 1-9.",British English infants segment words only with exaggerated infant-directed speech stimuli
Word Segmentation (combined),"Mason-Apps, E., Stojanovik, V., & Houston-Price, C. (2011). Early Word Segmentation in Typically Developing Infants and Infants with Down Syndrome: A Preliminary Study. In: Proceedings of the 17th International Congress of Phonetic Sciences, 1334-1337",Early Word Segmentation in Typically Developing Infants and Infants with Down Syndrome: A Preliminary Study
Word Segmentation (combined),"Shi, R., Cutler, A., Werker, J., & Cruickshank, M. (2006). Frequency and form as determinants of functor sensitivity in English-acquiring infants. The Journal of the Acoustical Society of America, 119(6), EL61-EL67. DOI: 10.1121/1.2198947",Frequency and form as determinants of functor sensitivity in English-acquiring infants
Word Segmentation (combined),"Barker, B.A. & Newman, R.S. (2004). Listen to your mother! The role of talker familiarity in infant streaming. Cognition 94: B45-53. DOI:10.1016/j.cognition.2004.06.001",Listen to your mother! The role of talker familiarity in infant streaming
Word Segmentation (combined),"Bortfeld, H., Morgan, J.L., Golinkoff, R.M., & Rathbun, K. (2005). Mommy and me familiar names help launch babies into speech-stream segmentation. Psychological Science, 16(4), 298-304. DOI: 10.1111/j.0956-7976.2005.01531.x",Mommy and me familiar names help launch babies into speech-stream segmentation
Word Segmentation (combined),"Gout, A., Christophe, A., & Morgan, J.L. (2004). Phonological phrase boundaries constrain lexical access II: Infant data. Journal of Memory and Language, 51(4), 548-567. DOI: 10.1016/j.jml.2004.07.002",Phonological phrase boundaries constrain lexical access II: Infant data
Word Segmentation (combined),"Hollich, G., Newman, R.S., & Jusczyk, P.W. (2005). Infants' use of synchronized visual information to separate streams of speech. Child Development, 76(3), 598-613. DOI: 10.1111/j.1467-8624.2005.00866.x",Infants' use of synchronized visual information to separate streams of speech
Word Segmentation (combined),"Houston, D.M. & Jusczyk, P.W. (2000).The role of talker-specific information in word segmentation by infants. Journal of Experimental Psychology: Human Perception and Performance, 26(5), 1570-1582. DOI: 10.1037/0096-1523.26.5.1570",The role of talker-specific information in word segmentation by infants
Word Segmentation (combined),"Houston, D.M. & Jusczyk, P.W. (2003). Infants' long-term memory for the sound patterns of words and voices. Journal of Experimental Psychology: Human Perception and Performance, 29(6), 1143-1154. DOI: 10.1037/0096-1523.29.6.1143",Infants' long-term memory for the sound patterns of words and voices
Word Segmentation (combined),"Houston, D.M., Jusczyk, P.W., Kuijpers, C., Coolen, R., & Cutler, A. (2000). Cross-language word segmentation by 9-month-olds. Psychonomic Bulletin & Review, 7(3), 504-509. DOI: 10.3758/BF03214363",Cross-language word segmentation by 9-month-olds
Word Segmentation (combined),"Houston, D.M., Santelmann, L., & Jusczyk, P.W. (2004). English-learning infants’ segmentation of trisyllabic words from fluent speech. Language and Cognitive Processes, 19(1), 97-136. DOI: 10.1080/01690960344000143",English-learning infants’ segmentation of trisyllabic words from fluent speech
Word Segmentation (combined),"Johnson, E.K. (2005). English-Learning Infants' Representations of Word Forms With Iambic Stress. Infancy, 7(1), 99-109. DOI: 10.1207/s15327078in0701_8",English-Learning Infants' Representations of Word Forms With Iambic Stress
Word Segmentation (combined),"Johnson, E.K. (2008). Infants use prosodically conditioned acoustic-phonetic cues to extract words from speech. The Journal of the Acoustical Society of America, 123(6), EL144-EL148. DOI: 10.1121/1.2908407",Infants use prosodically conditioned acoustic-phonetic cues to extract words from speech
Word Segmentation (combined),"Johnson, E.K., Jusczyk, P.W., Cutler, A., & Norris, D. (2003). Lexical viability constraints on speech segmentation by infants. Cognitive Psychology, 46(1), 65-97. DOI: 10.1016/S0010-0285(02)00507-8",Lexical viability constraints on speech segmentation by infants
Word Segmentation (combined),"Jusczyk, P.W. & Aslin, R.N. (1995). Infants′ detection of the sound patterns of words in fluent speech. Cognitive Psychology, 29(1), 1-23. DOI: 10.1006/cogp.1995.1010",Infants′ detection of the sound patterns of words in fluent speech
Word Segmentation (combined),"Jusczyk, P. W., Hohne, E. A., & Bauman, A. (1999). Infants’ sensitivity to allophonic cues for word segmentation. Perception & psychophysics, 61(8), 1465-1476.",Infants’ sensitivity to allophonic cues for word segmentation
Word Segmentation (combined),"Jusczyk, P.W., Houston, D.M., & Newsome, M. (1999). The beginnings of word segmentation in English-learning infants. Cognitive Psychology, 39(3), 159-207. DOI: 10.1006/cogp.1999.0716",The beginnings of word segmentation in English-learning infants
Word Segmentation (combined),"Kim, Y.U. (2012) Segmentation of vowel-initial words is facilitated by function words. Master Thesis, UCLA.",Segmentation of vowel-initial words is facilitated by function words
Word Segmentation (combined),"Mattys, S.L. & Jusczyk, P.W. (2001). Do infants segment words or recurring contiguous patterns?. Journal of Experimental Psychology: Human Perception and Performance, 27(3), 644. DOI: 10.1037/0096-1523.27.3.644",Do infants segment words or recurring contiguous patterns?
Word Segmentation (combined),"Mattys, S.L. & Jusczyk, P.W. (2001b). Phonotactic cues for segmentation of fluent speech by infants. Cognition, 78(2), 91-121. DOI: 10.1016/S0010-0277(00)00109-8",Phonotactic cues for segmentation of fluent speech by infants
Word Segmentation (combined),"Nazzi, T., Dilley, L.C., Jusczyk, A.M., Shattuck-Hufnagel, S., & Jusczyk, P.W. (2005). English-learning infants' segmentation of verbs from fluent speech. Language and Speech, 48(3), 279-298. DOI: 10.1177/00238309050480030201",English-learning infants' segmentation of verbs from fluent speech
Word Segmentation (combined),"Newman, R.S. & Jusczyk, P.W. (1996). The cocktail party effect in infants. Perception & Psychophysics, 58(8), 1145-1156. DOI: 10.3758/BF03207548",The cocktail party effect in infants
Word Segmentation (combined),"Newman, R., Tsay, J., & Jusczyk, P. (2003). The development of speech segmentation abilities. In: D. Houston, A. Seidl, G. Hollich, E. Johnson, & A. Jusczyk (Eds.), Jusczyk Lab Final Report. Retrieved from: http://hincapie.psych.purdue.edu/Jusczyk",The development of speech segmentation abilities
Word Segmentation (combined),"Schmale, R. & Seidl, A. (2009). Accommodating variability in voice and foreign accent: flexibility of early word representations. Developmental Science, 12(4), 583-601.DOI: 10.1111/j.1467-7687.2009.00809.x",Accommodating variability in voice and foreign accent: flexibility of early word representations
Word Segmentation (combined),"Schmale, R., Cristia, A., Seidl, A., & Johnson, E. K. (2010). Developmental changes in infants’ ability to cope with dialect variation in word recognition. Infancy, 15(6), 650-662. DOI: 10.1111/j.1532-7078.2010.00032.x",Developmental changes in infants’ ability to cope with dialect variation in word recognition
Word Segmentation (combined),"Seidl, A., & Johnson, E. K. (2006). Infant word segmentation revisited: Edge alignment facilitates target extraction. Developmental Science, 9(6), 565-573.",Infant word segmentation revisited: Edge alignment facilitates target extraction
Word Segmentation (combined),"Seidl, A. & Johnson, E.K. (2008). Boundary alignment enables 11-month-olds to segment vowel initial words from speech. Journal of Child Language, 35(01), 1-24. DOI: 10.1017/S0305000907008215",Boundary alignment enables 11-month-olds to segment vowel initial words from speech
Word Segmentation (combined),"Singh, L. (2008). Influences of high and low variability on infant word recognition. Cognition, 106(2), 833-870. DOI: 10.1016/j.cognition.2007.05.002",Influences of high and low variability on infant word recognition
Word Segmentation (combined),"Singh, L., Nestor, S., Parikh, C., & Yull, A. (2009). Influences of infant-directed speech on early word recognition. Infancy, 14(6), 654-666. DOI: 10.1080/15250000903263973",Influences of infant-directed speech on early word recognition
Word Segmentation (combined),"Singh, L., Morgan, J.L., & White, K.S. (2004). Preference and processing: The role of speech affect in early spoken word recognition. Journal of Memory and Language, 51(2), 173-189. DOI: 10.1016/j.jml.2004.04.004",Preference and processing: The role of speech affect in early spoken word recognition
Word Segmentation (combined),"Singh, L., Nestor, S.S., & Bortfeld, H. (2008). Overcoming the effects of variation in infant speech segmentation: Influences of word familiarity. Infancy, 13(1), 57-74. DOI: 10.1080/15250000701779386",Overcoming the effects of variation in infant speech segmentation: Influences of word familiarity
Word Segmentation (combined),"Singh, L., Reznick, J.S., & Xuehua, L. (2012). Infant word segmentation and childhood vocabulary development: a longitudinal analysis. Developmental Science, 15(4), 482-495. DOI: 10.1111/j.1467-7687.2012.01141.x",Infant word segmentation and childhood vocabulary development: a longitudinal analysis
Word Segmentation (combined),"Singh, L., White, K.S., & Morgan, J.L. (2008). Building a word-form lexicon in the face of variable input: Influences of pitch and amplitude on early spoken word recognition. Language Learning and Development, 4(2), 157-178. DOI: 10.1080/15475440801922131",Building a word-form lexicon in the face of variable input: Influences of pitch and amplitude on early spoken word recognition
Word Segmentation (combined),"Tincoff, R., & Jusczyk, P. W. (1996, July). Are word-final sounds perceptually salient for infants. In Poster presented at the Fifth Conf. on Laboratory Phonology, Evanston, IL, USA.",Are word-final sounds perceptually salient for infants
Word Segmentation (combined),"Tsay, J. & Jusczyk, P.W. (2003). Detection of words in fluent Chinese by English-acquiring and Chinese-acquiring infants. In: D. Houston, A. Seidl, G. Hollich, E. Johnson, & A. Jusczyk (Eds.), Jusczyk Lab Final Report. Retrieved from: http://hincapie.psych.purdue.edu/Jusczyk",Detection of words in fluent Chinese by English-acquiring and Chinese-acquiring infants
Word Segmentation (combined),"Wang, Y., Llanos, F., & Seidl, A. (2017). Infants adapt to speaking rate differences in word segmentation. The Journal of the Acoustical Society of America, 141(4), 2569-2578.",Infants adapt to speaking rate differences in word segmentation
Word Segmentation (combined),"Willits, J.A., Seidenberg, M.S., & Saffran, J.R. (2009). Verbs are lookING good in early language acquisition. In: N. Taatgen, H. van Rijn, L. Schomaker, & J. Nerbonne (Eds.), Proceedings of the 31st Annual Conference of the Cognitive Science Society. Austin, TX: Cognitive Science Society. 2570-2575.",Verbs are lookING good in early language acquisition
Word Segmentation (combined),"Seidl, A., Schmale, R., & Cristia, A. (2019, February 13). Cross-accent word recognition in 9-month-olds after exposure to variable speakers. Retrieved from osf.io/wnc68. DOI 10.17605/OSF.IO/WNC68", Cross-accent word recognition in 9-month-olds after exposure to variable speakers
Word Segmentation (combined),"Berdasco‐Munoz, E., Nishibayashi, L. L., Baud, O., Biran, V., & Nazzi, T. (2017). Early Segmentation Abilities in Preterm Infants. Infancy.",Early Segmentation Abilities in Preterm Infants
Word Segmentation (combined),"Gonzalez-Gomez, N. & Nazzi, T. (2013). Effects of prior phonotactic knowledge on infant word segmentation: The case of nonadjacent dependencies. Journal of Speech, Language, and Hearing Research, 56(3), 840-849. DOI: 0.1044/1092-4388(2012/12-0138)",Effects of prior phonotactic knowledge on infant word segmentation: The case of nonadjacent dependencies
Word Segmentation (combined),"Goyet, L., Nishibayashi, L. L., & Nazzi, T. (2013). Early syllabic segmentation of fluent speech by infants acquiring French. PloS one, 8(11), e79646.",Early syllabic segmentation of fluent speech by infants acquiring French
Word Segmentation (combined),"Nazzi, T., Iakimova, G., Bertoncini, J., Frédonie, S., & Alcantara, C. (2006). Early segmentation of fluent speech by infants acquiring French: Emerging evidence for crosslinguistic differences. Journal of Memory and Language, 54(3), 283-299. DOI: 10.1016/j.jml.2005.10.004",Early segmentation of fluent speech by infants acquiring French: Emerging evidence for crosslinguistic differences
Word Segmentation (combined),"Nazzi, T., Mersad, K., Sundara, M., Iakimova, G., & Polka, L. (2014). Early word segmentation in infants acquiring Parisian French: task-dependent and dialect-specific aspects. Journal of Child Language, 41(3), 600-633. DOI: 10.1017/S0305000913000111",Early word segmentation in infants acquiring Parisian French: task-dependent and dialect-specific aspects
Word Segmentation (combined),"Nishibayashi, L. L., Goyet, L., & Nazzi, T. (2014). Early speech segmentation in French-learning infants: Monosyllabic words versus embedded syllables. Language and speech, 0023830914551375.",Early speech segmentation in French-learning infants: Monosyllabic words versus embedded syllables
Word Segmentation (combined),"Bergmann, C. & Fikkert, P. (unpublished) Replication of Jusczyk & Aslin (1995) in Dutch 8- and 10-month-olds.",Replication of Jusczyk & Aslin (1995) in Dutch 8- and 10-month-olds.
Word Segmentation (combined),"Kuijpers, C.T.L., Coolen, R., Houston, D.M., & Cutler, A. (1998). Using the head-turning technique to explore cross-linguistic performance differences. In: C. Rovee-Collier; L. Lipsitt; H. Hayne (Eds.), Advances in Infancy Research, Vol. 12, 205-220",Using the head-turning technique to explore cross-linguistic performance differences
Word Segmentation (combined),"Porto, L. (2015). Using the Headturn Preference Procedure to Assess Word Segmentation Skills in Dutch Infants. Unpublished Masterthesis. Retrieved via http://theses-test.ubn.ru.nl/handle/123456789/653",Using the Headturn Preference Procedure to Assess Word Segmentation Skills in Dutch Infants
Word Segmentation (combined),"Johnson, E. K., Seidl, A., & Tyler, M. D. (2014). The edge factor in early word segmentation: utterance-level prosody enables word form extraction by 6-month-olds. PloS one, 9(1), e83546.",The edge factor in early word segmentation: utterance-level prosody enables word form extraction by 6-month-olds
Word Segmentation (combined),"van Heugten, M. & Johnson, E.K. (2012). Infants exposed to fluent natural speech succeed at cross-gender word recognition. Journal of Speech, Language, and Hearing Research, 55(2), 554-560. DOI: 10.1044/1092-4388(2011/10-0347)",Infants exposed to fluent natural speech succeed at cross-gender word recognition
Word Segmentation (combined),"Katz-Gershon, S. (2007). Word Extraction in Infant and Adult Directed Speech: Does Dialect Matter? Doctoral Dissertation, Wayne State University.","Word Extraction in Infant and Adult Directed Speech: Does Dialect Matter? Doctoral Dissertation, Wayne State University"
Word Segmentation (combined),"Singh, L. & Foong, J. (2012). Influences of lexical tone and pitch on word recognition in bilingual infants. Cognition, 124(2), 128-142. DOI: 10.1016/j.cognition.2012.05.008",Influences of lexical tone and pitch on word recognition in bilingual infants
Word Segmentation (combined),"Bosch, L., Figueras, M., Teixidó, M., & Ramon-Casas, M. (2013). Rapid gains in segmenting fluent speech when words match the rhythmic unit: evidence from infants acquiring syllable-timed languages. Frontiers in Psychology, 4:106. DOI: 10.3389/fpsyg.2013.00106",Rapid gains in segmenting fluent speech when words match the rhythmic unit: evidence from infants acquiring syllable-timed languages
Infant directed speech preference,"Cooper, R. P. & Aslin, N. R. (1990). Preference for Infant-directed Speech in the First Month after Birth. Child Development. 61(5), 1584-1595. DOI:10.1111/j.1467-8624.1990.tb02885.x",Preference for Infant-directed Speech in the First Month after Birth
Infant directed speech preference,"Cooper, R. P. & Aslin, N. R. (1994). Developmental Differences in Infant Attention to the Spectral Properties of Infant-directed Speech. Child Development. 65(6), 1663-1677. DOI:10.1111/j.1467-8624.1994.tb00841.x",Developmental Differences in Infant Attention to the Spectral Properties of Infant-directed Speech
Infant directed speech preference,"Cooper, R. P.; Abraham, J.; Berman, S. & Staska, M. (1997). The development of infants’ preference for Motherese. Infant Behavior and Development 20. 476–88.",The development of infants’ preference for Motherese
Infant directed speech preference,"Kaplan, P. S., Goldstein, M. H., Huckeby, E. R., & Cooper, R. P. (1995). Habituation, sensitization, and infants' responses to motherese speech. Developmental Psychobiology, 28, 45-57.","Habituation, sensitization, and infants' responses to motherese speech"
Infant directed speech preference,"Kaplan, P. S., Goldstein, M. H., Huckeby, E. R., Owren, M. J., & Cooper, R. P. (1995). Dishabituation of visual attention by infant- versus adult-directed speech: Effects of frequency modulation and spectral composition. Infant Behavior and Development, 18, 209-223.",Dishabituation of visual attention by infant- versus adult-directed speech: Effects of frequency modulation and spectral composition
Infant directed speech preference,"Robertson, S.; von Hapsburg, D. & Hay.; J.S. (2013). The Effect of Hearing Loss on the Perception of Infant- and Adult-Directed Speech. Journal of Speech, Language and Hearing Research. 56, 1108-1119.",The Effect of Hearing Loss on the Perception of Infant- and Adult-Directed Speech
Infant directed speech preference,"Fernald A. (1985). Four-month-old infants prefer to listen to motherese*. Infant Behavior and Development. 8(2), 181-195.",Four-month-old infants prefer to listen to motherese*
Infant directed speech preference,"Fernald A. & Kuhl, P. (1987). Acoustic determinants of infant preference for motherese speech. Infant Behavior and Development. 10(2), 279-293.",Acoustic determinants of infant preference for motherese speech
