ds_clean,native_lang,infant_type,infant_type_clincal,infant_type_language,infant_native_lang,response_mode,method,dependent_measure,looking,behavioral_measure,...12,unique_row,study_ID,long_cite,short_cite,peer_reviewed,coder,expt_num,expt_condition,same_infant,exposure_phase,participant_design,group_name_1,group_name_2,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,corr,test_lang,stimuli_link,data_link,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,special_cases_measures,x_dif,SD_dif,contrast_sampa,audio_condition,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,pointing_modality,motive,correlation_type,condition_type,stimulus_naturalness,contrast_pseudoIPA,sampa_comments,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,rule.type,repetitions,types,tokens,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,Speech,Nonspeech,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,preceding,task_difficulty,median_production_vocab,sentence_structure,agent_argument_type,patient_argument_type,stimuli_modality,stimuli_actor,transitive_event,intransitive_event,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,learning_domain,live_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,g_calc,g_var_calc,r_calc,r_var_calc,z_calc,z_var_calc,log_odds_calc,log_odds_var_calc,es_method,mean_age,n,same_infant_calc,all_mod,mean_age_months,year,doi,original_ma,2nd coder,stimulus_set,lab,main_question_IDS_preference,trial_control,human_coded,data_from_figure,effect_significance_reported,fussers,non_criterion,criterion,criterion_definition,exclusionCriteria,num_minimum_trials,mean_vocab,speaker_fam,speaker_experience,speaker_female,presentation,setting,Coder 1 Comments,Coder 2 Comments
Audio-Visual Congruence,Spanish,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,64,Pons et al. (2009),"Pons, F., Lewkowicz, D. J., Soto-Faraco, S., & Sebastian-Galles, N. (2009). Narrowing of intersensory speech perception in infancy. Proceedings of the National Academy of Sciences, 106(26), 10598–10602. https://doi.org/10.1073/pnas.09041 34106.",Pons2009,yes,CC,1,11m_Spanish,45,familiarization,within_one,NA,NA,24,24,334.8,334.8,NA,NA,NA,NA,0.78,NA,NA,NA,non-native,segment,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.159216833,0.042194792,0.153788987,0.039366912,0.07935735,0.010350656,0.079524569,0.047619048,0.288787391,0.138815301,t_one,334.8,24,Pons et al. (2009) NA,NA,10.99981519,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,Spanish,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time,yes,looking,NA,31,Pejovic et al. (2020),"Pejovic, J., Yee, E., & Molnar, M. (2020). Speaker matters: Natural inter-speaker variation affects 4-month-olds’ perception of audio-visual speech. First Language, 40(2), 113–127. https://doi.org/10.1177/01427 23719 876382.",Pejovic2020,yes,CC,1,1,46,familiarization,within_one,NA,NA,42,42,136.89,136.89,11.461,12.826,5.082,5.78,NA,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,-0.268595041,0.024668373,-0.263558884,0.023751981,-0.133102577,0.005845092,-0.133897068,0.025641026,-0.487177515,0.081155693,group_means_one,136.89,42,Pejovic et al. (2020) NA,NA,4.497505082,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,1,baldwin_1992,"Baldwin, D. A. (1992). Clarifying the role of shape in children's taxonomic assumption. Journal of experimental child psychology, 54(3), 392-416.",Baldwin (1992),yes,ML,2,thematic_vs_taxonomic_nolabel,1,test_only,within_one,experimental,NA,10,NA,1582.76,NA,4.9,0.5,0.31,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,another,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,14.19354839,10.17284079,12.86290323,8.354842876,0.990217748,1.88E-05,2.657714808,0.142857143,25.74424904,33.46730475,group_means_one,1582.76,10,baldwin_1992 NA,NA,52.00139633,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,2,baldwin_1992,"Baldwin, D. A. (1992). Clarifying the role of shape in children's taxonomic assumption. Journal of experimental child psychology, 54(3), 392-416.",Baldwin (1992),yes,ML,2,thematic_vs_taxonomic_label,1,test_only,within_one,experimental,NA,10,NA,1582.76,NA,0.26,0.5,0.25,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,another,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-0.96,0.14608,-0.87,0.119973906,-0.432731068,0.019606127,-0.46325212,0.142857143,-1.74124739,0.480583937,group_means_one,1582.76,10,baldwin_1992 NA,NA,52.00139633,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,3,baldwin_1992,"Baldwin, D. A. (1992). Clarifying the role of shape in children's taxonomic assumption. Journal of experimental child psychology, 54(3), 392-416.",Baldwin (1992),yes,ML,3,taxonomic_vs_shape_nolabel,1,test_only,within_one,experimental,NA,10,NA,1582.76,NA,0.46,0.5,0.19,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,another,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-0.210526316,0.102216066,-0.190789474,0.083948937,-0.104684785,0.024723058,-0.105069729,0.142857143,-0.381852498,0.33627738,group_means_one,1582.76,10,baldwin_1992 NA,NA,52.00139633,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,4,baldwin_1992,"Baldwin, D. A. (1992). Clarifying the role of shape in children's taxonomic assumption. Journal of experimental child psychology, 54(3), 392-416.",Baldwin (1992),yes,ML,3,taxonomic_vs_shape_label,1,test_only,within_one,experimental,NA,10,NA,1582.76,NA,0.66,0.5,0.29,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,another,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,0.551724138,0.115219976,0.5,0.094628906,0.265928998,0.023115859,0.27247788,0.142857143,1.000716891,0.379058528,group_means_one,1582.76,10,baldwin_1992 NA,NA,52.00139633,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,9,bauer_1989,"Bauer, P. J., & Mandler, J. M. (1989). Taxonomies and triads: Conceptual organization in one-to two-year-olds. Cognitive Psychology, 21(2), 156-184.",Bauer & Mandler (1989),yes,ML,2,17mo_thematic_training,2,test_only,within_one,experimental,NA,10,NA,523.48,NA,0.235,0.5,0.1564,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,object,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,goes_with,basic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-1.694373402,0.243545061,-1.535525895,0.200020895,-0.646401377,0.012013186,-0.769092382,0.142857143,-3.073253398,0.801231136,group_means_one,523.48,10,bauer_1989 NA,NA,17.19887472,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,22,bauer_1989,"Bauer, P. J., & Mandler, J. M. (1989). Taxonomies and triads: Conceptual organization in one-to two-year-olds. Cognitive Psychology, 21(2), 156-184.",Bauer & Mandler (1989),yes,ML,4,19mo_thematic,3,test_only,within_one,experimental,NA,10,NA,607.36,NA,0.329,0.5,0.1445,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,object,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,goes_with,basic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-1.183391003,0.170020713,-1.072448097,0.139636152,-0.509230873,0.017271919,-0.561690818,0.142857143,-2.14643385,0.559345727,group_means_one,607.36,10,bauer_1989 NA,NA,19.9547424,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,23,greenfield_1986,"Greenfield, D. B., & Scott, M. S. (1986). Young children's preference for complementary pairs: Evidence against a shift to a taxonomic preference. Developmental Psychology, 22(1), 19.",Greenfield & Scott (1986),yes,ML,1,3yo,4,test_only,within_one,experimental,NA,12,NA,1278.39,NA,0.33,0.5,0.19,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,goes_with,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-0.894736842,0.116689751,-0.827631579,0.099842668,-0.40836606,0.016876353,-0.433648695,0.111111111,-1.622873115,0.383893892,group_means_one,1278.39,12,greenfield_1986 NA,NA,42.00135526,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,24,greenfield_1986,"Greenfield, D. B., & Scott, M. S. (1986). Young children's preference for complementary pairs: Evidence against a shift to a taxonomic preference. Developmental Psychology, 22(1), 19.",Greenfield & Scott (1986),yes,ML,1,4yo,5,test_only,within_one,experimental,NA,12,NA,1613.2,NA,0.15,0.5,0.16,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,goes_with,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-2.1875,0.282714844,-2.0234375,0.241897888,-0.738028812,0.006671448,-0.946136178,0.111111111,-3.967686109,0.930094555,group_means_one,1613.2,12,greenfield_1986 NA,NA,53.001499,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,25,greenfield_1986,"Greenfield, D. B., & Scott, M. S. (1986). Young children's preference for complementary pairs: Evidence against a shift to a taxonomic preference. Developmental Psychology, 22(1), 19.",Greenfield & Scott (1986),yes,ML,1,5yo,6,test_only,within_one,experimental,NA,12,NA,1978.45,NA,0.07,0.5,0.1,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,goes_with,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-4.3,0.85375,-3.9775,0.730489844,-0.906721112,0.001200832,-1.508773274,0.111111111,-7.799337266,2.808724919,group_means_one,1978.45,12,greenfield_1986 NA,NA,65.00174542,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,26,greenfield_1986,"Greenfield, D. B., & Scott, M. S. (1986). Young children's preference for complementary pairs: Evidence against a shift to a taxonomic preference. Developmental Psychology, 22(1), 19.",Greenfield & Scott (1986),yes,ML,1,6yo,7,test_only,within_one,experimental,NA,12,NA,2404.58,NA,0.08,0.5,0.15,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,goes_with,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-2.8,0.41,-2.59,0.35080625,-0.813733471,0.003952289,-1.137982046,0.111111111,-5.07863822,1.348845935,group_means_one,2404.58,12,greenfield_1986 NA,NA,79.00219717,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,27,greenfield_1986,"Greenfield, D. B., & Scott, M. S. (1986). Young children's preference for complementary pairs: Evidence against a shift to a taxonomic preference. Developmental Psychology, 22(1), 19.",Greenfield & Scott (1986),yes,ML,1,7yo,8,test_only,within_one,experimental,NA,12,NA,2708.95,NA,0.26,0.5,0.32,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,goes_with,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-0.75,0.106770833,-0.69375,0.091355794,-0.351123442,0.017987217,-0.366724604,0.111111111,-1.360349523,0.351261962,group_means_one,2708.95,12,greenfield_1986 NA,NA,89.00223824,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,28,greenfield_1986,"Greenfield, D. B., & Scott, M. S. (1986). Young children's preference for complementary pairs: Evidence against a shift to a taxonomic preference. Developmental Psychology, 22(1), 19.",Greenfield & Scott (1986),yes,ML,1,10yo,9,test_only,within_one,experimental,NA,12,NA,3561.21,NA,0.22,0.5,0.31,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,goes_with,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-0.903225806,0.117325702,-0.835483871,0.100386804,-0.411586722,0.016807505,-0.437520066,0.111111111,-1.638270394,0.38598609,group_means_one,3561.21,12,greenfield_1986 NA,NA,117.0031417,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,29,greenfield_1986,"Greenfield, D. B., & Scott, M. S. (1986). Young children's preference for complementary pairs: Evidence against a shift to a taxonomic preference. Developmental Psychology, 22(1), 19.",Greenfield & Scott (1986),yes,ML,1,12yo,10,test_only,within_one,experimental,NA,12,NA,4352.59,NA,0.31,0.5,0.2,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,goes_with,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-0.95,0.1209375,-0.87875,0.103477148,-0.429056815,0.01642208,-0.458740115,0.111111111,-1.723109396,0.397868427,group_means_one,4352.59,12,greenfield_1986 NA,NA,143.0038399,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,30,greenfield_1986,"Greenfield, D. B., & Scott, M. S. (1986). Young children's preference for complementary pairs: Evidence against a shift to a taxonomic preference. Developmental Psychology, 22(1), 19.",Greenfield & Scott (1986),yes,ML,1,14yo,11,test_only,within_one,experimental,NA,12,NA,5204.82,NA,0.36,0.5,0.33,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,goes_with,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-0.424242424,0.090832568,-0.392424242,0.077718616,-0.207504208,0.01989933,-0.210561838,0.111111111,-0.769490639,0.298827171,group_means_one,5204.82,12,greenfield_1986 NA,NA,171.0037578,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
