unique_row,study_ID,long_cite,short_cite,peer_reviewed,expt_num,expt_condition,same_infant,response_mode,exposure_phase,method,dependent_measure,participant_design,native_lang,infant_type,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,corr,test_lang,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,x_dif,contrast_sampa,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,condition_type,stimulus_naturalness,contrast_pseudoIPA,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,n,mean_age_months,year,ds_clean,...171,study_type,study_id,age_group,prop_nae,main_question_ids_preference,presentation,effect_significance_reported,setting,speaker_experience,speaker_fam,speaker_female,original_ma,sd_1,sd_2,prop_female,unique_infants,own_mother,isMeta,isRep,mean_agec_mos,test_lang_a.native,test_lang_b.nonnative,test_lang_c.artificial,method_a.cf,method_b.hpp,method_c.other,speech_type_a.simulated,speech_type_b.naturalistic,speech_type_c.filtered/synthesized,own_mother_a.no,own_mother_b.yes,presentation_a.tape recording,presentation_b.video recording,dependent_measure_a.preference,dependent_measure_b.affect,main_question_ids_preference_a.yes,main_question_ids_preference_b.no,unique,yi,vi,sei,lo,hi,studyTypePretty,sourcePretty,pval,affirm,pvalSignif,reportedSignif,looking,behavioral_measure,infant_type_clincal,infant_type_language,stimuli_naturalness
63,11,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Altvater-Mackensen et al. (2014),yes,1,correct_coronal,18,eye-tracking,test_only,looking while listening,looking_time_change_pc,within_one,Dutch,typical,32,NA,562,NA,0.12,0,0.113137085,NA,3.4,NA,NA,NA,native,48.88,NA,19.5,NA,0.359375,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5332790751,Mispronunciation sensitivity,MPs,early_language,1.0606601716846424,0.04882812499684524,32,18.464444855130495,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
64,11,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Altvater-Mackensen et al. (2014),yes,1,correct_labial,18,eye-tracking,test_only,looking while listening,looking_time_change_pc,within_one,Dutch,typical,32,NA,562,NA,0.075,0,0.113137085,NA,3.36,NA,NA,NA,native,48.88,NA,19.5,NA,0.359375,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08137588442,Mispronunciation sensitivity,MPs,early_language,0.6629126073029016,0.03811645507689267,32,18.464444855130495,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
65,11,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Altvater-Mackensen et al. (2014),yes,1,MPP_coronal,18,eye-tracking,test_only,looking while listening,looking_time_change_pc,within_one,Dutch,typical,32,NA,562,NA,0.055,0,0.22627417,NA,2.31,NA,NA,NA,native,48.88,NA,19.5,NA,0.359375,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3758361175,Mispronunciation sensitivity,MPs,early_language,0.24306795601106393,0.03217315673811557,32,18.464444855130495,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
66,11,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Altvater-Mackensen et al. (2014),yes,1,MPP_labial,18,eye-tracking,test_only,looking while listening,looking_time_change_pc,within_one,Dutch,typical,32,NA,562,NA,-0.03,0,0.22627417,NA,-0.85,NA,NA,NA,native,48.88,NA,19.5,NA,0.359375,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5814159843,Mispronunciation sensitivity,MPs,early_language,-0.1325825214605803,0.0315246582030757,32,18.464444855130495,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
67,11,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Altvater-Mackensen et al. (2014),yes,1,correct_fricative,18,eye-tracking,test_only,looking while listening,looking_time_change_pc,within_one,Dutch,typical,32,NA,562,NA,0.12,0,0.113137085,NA,4.2,NA,NA,NA,native,48.88,NA,19.5,NA,0.359375,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1576869023,Mispronunciation sensitivity,MPs,early_language,1.0606601716846424,0.04882812499684524,32,18.464444855130495,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
68,11,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Altvater-Mackensen et al. (2014),yes,1,correct_stop,18,eye-tracking,test_only,looking while listening,looking_time_change_pc,within_one,Dutch,typical,32,NA,562,NA,0.075,0,0.141421356,NA,2.6,NA,NA,NA,native,48.88,NA,19.5,NA,0.359375,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2424115106,Mispronunciation sensitivity,MPs,early_language,0.5303300867798213,0.03564453126474833,32,18.464444855130495,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
69,11,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Altvater-Mackensen et al. (2014),yes,1,MPM_fricative,18,eye-tracking,test_only,looking while listening,looking_time_change_pc,within_one,Dutch,typical,32,NA,562,NA,0.02,0,0.130107648,NA,0.42,NA,NA,NA,native,48.88,NA,19.5,NA,0.359375,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3758361175,Mispronunciation sensitivity,MPs,early_language,0.1537188651661738,0.03161921077356213,32,18.464444855130495,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
70,11,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Altvater-Mackensen et al. (2014),yes,1,MPM_stop,18,eye-tracking,test_only,looking while listening,looking_time_change_pc,within_one,Dutch,typical,32,NA,562,NA,0.05,0,0.197989899,NA,0.4,NA,NA,NA,native,48.88,NA,19.5,NA,0.359375,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,Mispronunciation sensitivity,MPs,early_language,0.2525381357965136,0.03224649234424341,32,18.464444855130495,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
71,11,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Altvater-Mackensen et al. (2014),yes,2,correct_fricative,25,eye-tracking,test_only,looking while listening,looking_time_change_pc,within_one,Dutch,typical,16,NA,768,NA,NA,0,NA,NA,4.3,NA,NA,NA,native,45.44,NA,6,NA,0.40625,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5814159843,Mispronunciation sensitivity,MPs,early_language,1.075,0.09861328125,16,25.232550976406085,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
72,11,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Altvater-Mackensen et al. (2014),yes,2,correct_stop,25,eye-tracking,test_only,looking while listening,looking_time_change_pc,within_one,Dutch,typical,16,NA,768,NA,NA,0,NA,NA,2.3,NA,NA,NA,native,45.44,NA,6,NA,0.40625,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,Mispronunciation sensitivity,MPs,early_language,0.575,0.07283203125,16,25.232550976406085,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
73,11,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Altvater-Mackensen et al. (2014),yes,2,MPM_fricative,25,eye-tracking,test_only,looking while listening,looking_time_change_pc,within_one,Dutch,typical,16,NA,768,NA,NA,0,NA,NA,1.37,NA,NA,NA,native,45.44,NA,6,NA,0.40625,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2017431168,Mispronunciation sensitivity,MPs,early_language,0.3425,0.0661658203125,16,25.232550976406085,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
74,11,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Altvater-Mackensen et al. (2014),yes,2,MPM_stop,25,eye-tracking,test_only,looking while listening,looking_time_change_pc,within_one,Dutch,typical,16,NA,768,NA,NA,0,NA,NA,-0.21,NA,NA,NA,native,45.44,NA,6,NA,0.40625,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,Mispronunciation sensitivity,MPs,early_language,-0.0525,0.0625861328125,16,25.232550976406085,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
75,11,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Altvater-Mackensen et al. (2014),yes,2,correct_fricative,25,eye-tracking,test_only,looking while listening,looking_time_change_pc,within_one,Dutch,typical,16,NA,768,NA,NA,0,NA,NA,4.3,NA,NA,NA,native,45.44,NA,6,NA,0.40625,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08137588442,Mispronunciation sensitivity,MPs,early_language,1.075,0.09861328125,16,25.232550976406085,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
76,11,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Altvater-Mackensen et al. (2014),yes,2,correct_stop,25,eye-tracking,test_only,looking while listening,looking_time_change_pc,within_one,Dutch,typical,16,NA,768,NA,NA,0,NA,NA,2.3,NA,NA,NA,native,45.44,NA,6,NA,0.40625,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8634073764,Mispronunciation sensitivity,MPs,early_language,0.575,0.07283203125,16,25.232550976406085,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
77,11,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Altvater-Mackensen et al. (2014),yes,2,MPP_fricative,25,eye-tracking,test_only,looking while listening,looking_time_change_pc,within_one,Dutch,typical,16,NA,768,NA,NA,0,NA,NA,-0.4,NA,NA,NA,native,45.44,NA,6,NA,0.40625,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7009691823,Mispronunciation sensitivity,MPs,early_language,-0.1,0.0628125,16,25.232550976406085,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
78,11,Altvater-Mackensen &V.H. van der Feest (2014). Asymmetries in Early Word Recognition : The Case of Stops and Fricatives,Altvater-Mackensen et al. (2014),yes,2,MPP_stop,25,eye-tracking,test_only,looking while listening,looking_time_change_pc,within_one,Dutch,typical,16,NA,768,NA,NA,0,NA,NA,-0.3,NA,NA,NA,native,45.44,NA,6,NA,0.40625,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,Mispronunciation sensitivity,MPs,early_language,-0.075,0.06267578125,16,25.232550976406085,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
79,13,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",Swingley (2016),yes,1,Look_correct,1,eye-tracking,test_only,looking while listening,looking_time_pc,within_one,American English,typical,26,NA,825,NA,73.5,50,NA,NA,9.39,NA,NA,NA,native,182.64,NA,9,NA,0.384615385,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,consonant_and_vowel,onset/medial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5006735374,Mispronunciation sensitivity,MPs,early_language,1.841530508947548,0.10367758875739648,26,27.105279369186224,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
80,13,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",Swingley (2016),yes,1,Look_c-MP,1,eye-tracking,test_only,looking while listening,looking_time_pc,within_one,American English,typical,26,NA,825,NA,63.4,50,NA,NA,3.83,NA,NA,NA,native,182.64,NA,9,NA,0.384615385,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,consonant,onset/medial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,Mispronunciation sensitivity,MPs,early_language,0.7511247975792449,0.04931131656804734,26,27.105279369186224,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
81,13,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",Swingley (2016),yes,1,Look_v-MP,1,eye-tracking,test_only,looking while listening,looking_time_pc,within_one,American English,typical,26,NA,825,NA,60.4,50,NA,NA,3.08,NA,NA,NA,native,182.64,NA,9,NA,0.384615385,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,vowel,onset/medial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08137588442,Mispronunciation sensitivity,MPs,early_language,0.6040376962256069,0.04547810650887574,26,27.105279369186224,NA,Mispronunciation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,NA
